review,score
"In order to enjoy this movie you really need to watch the previous 4 films back to back. This movie really makes you realize how much everything has evolved as a series and the story is quite good. I wish Optimus was in the film more, but having B.B. finally use his own voice at the end was satisfying. I hated how the mentioned Sam was died and the movie could have used more scenes with transformers. 4/5",4
I usually give movies a lot of latitude and am able to find at least one redeeming quality. It is rare that I simply give up on a movie. It is even more rare that I decide that I need to write a review on how terrible a movie is. But this one earned it. This was a terrible movie. It actually gave me an attitude. I was exhausted and confused. I gave up with no intention of ever returning to it. I will never be able to get that time back. One more time for the folks in the back: this was a terrible movie.,1
Way Better than the last one. Its ok not great.,3
This was one of the best directed movies of the year. It has great special effects and fantastic actors. Can't wait to see more from these film makers,0.5
I thought transformers had started to evolve after age of extinction. However this movie proven me wrong. It was really bad yet enjoyable.,2
"This potentially might be the worst most confusing movie i have ever seen and love all things sci-fi and transformers. I needed to make 5 attempts to finish as i would watch and just keep getting disgusted. watch to continue the story, otherwise pass..",0.5
Better then age of extinction,2
Perfect movie same last movie.,5
"Movie felt like a combination of everything popular: Game of Thrones, Stranger Things, Star Wars, etc. Less about the Transformers in this movie, Optimus and Megatron probably only had 2 scenes. Excited for Hot Rod, but they didn't even introduce him with a bang, I had to Google to see which car Hot Rod was. Ridiculous how a a little girl is fighting the Transformers, as well as Mark Walberg fighting them hand-to-hand. Corny jokes and little hard to follow the story. Definitely disappointed.",1.5
"Vaya mierda de una gran franquicia,",0.5
This movie was highly entertaining-- lots and lots of explosions. I would highly recommend seeing this movie.,4
This movie was straight garbage. A waste of 2.5 hours. It is easily Michael Bay's worst flim. This script should have never made it into production.,0.5
Much better than the ratings IMHO. There's unnecessary foul language but very entertaining with lots of action!,3.5
Foi um dos piores filmes que já vi na minha vida... Nem os efeitos salvaram...,0.5
worst movie of the year,0.5
"An action fest where Bumble Bee steals the show, although the Hot Rod could benefit from its attention.",2.5
Only gave it a half a star in order to register my total and complete disappointment in this 5th and thoroughly unfortunately not the final installment of the Transformers legacy which started out awesome and is now a walking corpse that sadly ... very sadly ... will not die. Shia & Megan where ... are ... you? Hiding from this script?,0.5
"This has to be the most boring, long and drawn out movie in the series....sometimes you say to yourself, they shouldnt have made this movie...yeah, this is one of those times.",2.5
ahhhh Unicron and primus finally bought into the mix,5
absolute beauty this was amazing start till finish,5
good plot and good action scenes my fav was when bumblebee had a fight with optimus prime,5
47% and dark of the moon 55% hah! this is wayyyyyy better,5
"Transformers: The Last Knight is a new movie in the ups and downs franchise! This franchise started very well, and then went very bad, then ""oh, there is a chance"", to the best of the franchise, and when I finally thought that there's finally a way to save this franchise, they made Transformers: The Last Knight! When the opening credits started, I was like ""oh, the Paramount logo is accompanied by a series of robotic sounds. and fireballs are flying everywhere, this definitely gonna be a great movie!"". Turns out, I was wrong! Actually it's a good movie, but not like Transformers: Age of Extinction -BTW, it's my favorite movie in the franchise-. About the opening credits.. after the Paramount logo, I was thrilled, because of the epic battle, and disgusted because of the bad start of this movie, and the bad-acting! By saying ""The bad start"" I mean why did they know Merlin and how did he have contract with the Transformers and how all of that's happening?! The whole movie was sometimes fine and sometimes very bad! The jokes were seriously unnecessarily. Until we reach to the fight of Optimus Prime and Bumblebee, the one that I was really waiting for, lasts only for 02:45 min. I was like ""Com'on it's 02:34:38 movie, and all what I get is 02:45 min?"" BTW, the length of this movie is so long, and that made me bored! Back to the fight, how did Bumblebee speak? And how did that change Optimus Prime? This movie is just an open-questions movie! The young actress Isabela Moner as Izabella was actually overreacting at everything she did! The soundtrack and the CGI were really good. Beside the action sequence, it was very good! So, Transformers: The Last Knight is a ""just fine"" movie!",3
at least we got to see a good amount of time of Megatron on screen,5
if ur a fan of the trilogy ull be a fan of this one,5
they better carry it on things now just got interesting!,5
"Half a star just because negative star system is not available. Yes, it is that bad.",0.5
"For the first time ever I'm doing an online review for a movie, that can show you how bad this movie is. Serious who got the ideia for this? I can eat every action movie that is released but this one? Geezus! ""You forget who i iam?"" ""Im Optimus Prime"" I understand that Optimus Prime its the big star, but they dont know what to do with him, maybe its better to take him off. He is boring, always with some crappy philosophy about life and same fcking catch phrases. Vilan scks and dont do anything. The plot is always about exploding earth. If they run out about ideias, maybe but just maybe, just stop fcking doing it.",1
ACTING WAS OVERDONE!!!! A waste of a big budget.,0.5
"OMG! Another illegal alien little girl who can't act as heroin movie! Is it the same little girl that starred in Logan? Both movies I would have bought for the kids, but I know to rent first and that $2 at Red Box is all they will get. Mark Walberg... this would have been a movie I could see a few times but you know what? I'm so damn sick of you now. I want to build a wall to keep Mark out of our country. The girl can stay (if she's legal).",0.5
"Watch it as a Parody! If you watch this movie as if they're trying to be funny the entire time, it is quite entertaining. Add your own ""mystery science theater 3000"" style commentary to enhance viewing experience. Still not very good though...",2
What the hell did I just watch?,0.5
"Make a movie silly to hold a child's attention while adding adult oriented language, sexual references and content has NEVER sat well with me!!! It's the Transformers for crying out loud....a cartoon that was designed for kids WITHOUT cuss words and did very well on tv years ago! Making it for the big screen with today's graphics, a very good idea. The only problem, an adult oriented scum bag who's only interest is to deceive children's minds and to make parents squirm in their seats with every foul mouthed character that belts explicit words out of its mouth, hoping that their kids don't pick up these catch phrases!! What a disgrace.",0.5
transformers the last Knight is amazing they Better carry it on,5
"My brain is so numb to these movies now. So did you know that the only reason that the Knights of the Round Table were so successful was because they had transformers on their side? Well, that's just the way that it was back in the day, but the point is that our heroes of today are going to need some relics of the past if they want to stop Earth from combining with Cybertron... or something. I don't know. At this point if you're expecting me to be able to seriously explain plot points of this story, you've come to the wrong blog. I just went back and reread my review of Age of Extinction, and I was actually surprised about how much I forgot about a movie that I saw only three years ago. All of the storylines from the different movies start to blur together as the time passes, so can The Last Knight turn a corner and make itself memorable? No. No it cannot. If there is one thing that you do walk away remembering about this, it is just how stupid it gets. I can deal with Wonder Woman helping out in World War I, but you know what I can't get past? A transforming car helping to kill Nazis, never mind a mechanical dragon assisting Merlin and King Arthur's court in battle. The story is just lazy and inane, and it always feels like the lackadaisical writing is an insult to your intelligence. It eclipses any positives about this movie, and believe it or not, I do have a couple of nice things to say about this. I like the girl that they promoted heavily in the trailers, Isabela Moner. I think she's a talented little actress, but they completely mislead you into thinking that she is going to play a bigger role here. There's a giant chunk of this in the middle where she is just M.I.A., and the same could be said about a big reason that most fans are coming in to watch this: Optimus Prime. The other positive I have to say about this is that I do feel that the action is shot significantly better, and that's me speaking about the series as a whole. For the first time ever, I could actually tell what was happening instead of a furious blur of car crash metal. That said, I still didn't care about any of the characters or what was going to happen to anybody, so it ends up being a moot point. This is the first movie not to expand in run time length, which I am all but positive was a studio decision, (I believe the original plan was for this to be three hours long). Please believe that I appreciate that, but it is still bloated as can be at two and a half hours. The story never makes any fluent sense at any point, and this movie makes traveling by map look like something that Indiana Jones would only do in case of an emergency. They are all over the world in a moment's notice, from Cuba to England, and from the Badlands of South Dakota to Stonehenge, they are navigating the globe like an A.D.D. afflicted Superman. The one thing I take solace in is that people are finally starting to wise up about these movies, because this didn't make anywhere near what the studios expected it to, both domestically and internationally. Sequelitis is in full effect, and I am happy to see audiences finally speaking with their wallets. None of the jokes hit, and I don't like any of the characters, human or otherwise. Anthony Hopkins is pretty bad in this, and it really seems like he just accidentally wandered off the Westworld set and thought he was in the right place just because there were robots. I hated the comic relief British sidekick robot, and he is just a small notch above Skids and Mudflap from the second movie. When it started rewriting history, that's when I abandoned all hope, and the small positives are drowned in an ocean of problems.",1
I hope they carry this on its been absolutely amazing since the first,5
amazing I don't understand the hate going towards this film!,5
"This is only get a half-star rating because RT doesn't count ""no rating"" or zeros as a rating.",0.5
Excellent. I have enjoyed this entire series.,5
The worst transformers movie and I am a huge transformer fan.,2
worst movie I ever saw. total garbage,0.5
Alot of action what I'm looking for n a transformers movie with top of the line cgi.,5
This movie actually made me dizzy. It's going in 10 different directions at 200mph and while it may look pretty it will only leave you with a sense of loss and confusion... Don't waste your time.,1
"Despite some amazing visuals and fun action, this movie is another example of why Micheal Bay should leave the franchise",2.5
"Meh. It's not godawful, it's not particularly good, it's just kinda... there. It runs way too long as usual, and if it were trimmed down significantly there might be some fun throwaway popcorn entertainment. But as is, it's mostly just a waste and the stepping stone to the next installment.",3
"Did not make it past 20 minutes it was confusing and disconnected, there was no plot..I got a head ache trying to follow.",1
"Transformers: The Last Knight is a grotesque affront to both aspiring screenwriters who toil in anonymity outside of the Hollywood system pouring their hearts, souls and creative totality into better screenplays than this one only to be repeatedly assured that they've not yet reached screenwriting competency and to the screen writers inside of the Hollywood system who toil feverishly under the ever present and ever more oppressive spectre of the threat of being replaced by the aforementioned, not yet discovered screenwriters who are constantly howling at the gates, hungrily, licking their chops and desperately awaiting the opportunity to supplant a card-carrying member of the establishment. The Last Knight is a shockingly TERRIBLE story which was excruciatingly told! While I fully understand that making a movie of this budget and scale is a long way from easily accomplished, storytelling this dreadful is really no one's fault but the director's. It is truly saddening that THIS movie is what Frank Welker's classic Megatron vocal gets to return to. This franchise and the property at large need, deserve and are practically BEGGING for a reboot... BUT... VISUALLY, TRANSFORMERS: The Last Knight is EGREGIOUSLY epic and beautiful! As fine a testament to modern cinematic visuals as can be made!... Just ABSOLUTE visual AMBROSIA!!! Whether or not Michael Bay genuinely knows how to or even cares to tell a good story might be a debatable matter but, what is NOT debatable in any way, shape or form is that the man knows how to make STUNNINGLY GORGEOUS moving pictures... ...and that's why, as a hard-core, disgruntled and disgusted Transformers fan who has been there since they first hit U.S. television in the fall of 1984, I continue to watch these movies and, though I WAS able to resist wasting a day at the theater, I simply couldn't refrain from purchasing this one in 4K/UHD when it arrived on home video. It's SUCH a PRETTY mess!!!",2.5
"""Far and away the BEST Transformers movie of 2017!""",1.5
"You're all fucking gay on here, it's an action movie not fucking Dances with Wolves... It's a movie too just entertain you !?!?",4
Worst movie I've seen so far... Heinous.,0.5
I officially say I will never watch another transformer movie again!,0.5
"Complete garbage! Just when you thought these movies couldn't get worse. Just bad, in all the ways.",0.5
"The story is... Well, it isn't horrible. But it definitely isn't theatre-worthy, and it isn't even consistent with established points of the Transformers Cinematic Universe. Michael Bay doesn't seem to remember that Bumblebee actually got his voice back at the end of the first movie... and then lost it again. The movie had its funny moments, but most of the jokes ultimately fell flat. And then... there's the choppy editing. In the movie, you can clearly see scenes with either two different shots split and put together, or parts of the scene just cut out right in the middle. Michael Bay's been on a decline, but this... This is just sad. He's been directing for years, but this is the work of a total amateur. would not recommend for anyone, or any age. Your money and time are better spent elsewhere.",1.5
"so borring, to many elements and no fun at all.",0.5
A few funny parts but mostly confusing as it bounces into 100 different places throughout the movie. What I don't get is how the army helped the decepticons to get the damn staff & then all of a sudden were helping in the quest to get the staff back ?! ????????????,3
"Was allot better then Rotten tomatoes makes it out to be. Sticks close to the original story line of the comics, not o my that the plot was clearly to lead up to something greater. I give it a 5/5 and Rotten tomatoes a 0/100 for being ridiculously over critical. Best movie out of the entire transformers franchise so far. Hope to see another.",5
Dont understand how they could use such good actors for such a bad movie!,1
Als er net zoveel gaten in een kaas zaten als in dit verhaal had je geen kaas meer over. Wat een grote bak rammel. Enkel weg te kijken als je écht niets anders te doen hebt.,1.5
I haven't seen it (:,0.5
Beautiful moving wallpaper and pantomime dialogue. More of the same then.,2.5
"I have to be honest, I couldn't manage sitting through the full duration of this abomination. I left the theater after aprox. 35min and felt like it was the best choice I have made in years. And hearing that this was the last transformers movie that Bay will completely ruin, was like a god send. I still hold hope that someone will be able to salvage the wreck that is left after Michael Bay butchered everything that made this my favorite TV show as a kid.",0.5
Why do they keep making this shit???,0.5
this movie is complete shit,1
?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??,5
movie is a comical mess tries to be serious and jokey at the same time but what else do you expect from this franchise I will say it does have some nice looking scenes,2
this story just getting worse and worse,2
"Garbage! I've never felt so compelled to write a review about a movie! For the first time a movie was so irritating that I just have to talk about it! I just managed (barely) to watch the whole movie, at the final sequence I felt Like every second was an eternity, I literally could not, for the life of me, stay focused on the movie! It's cheap, it's boring, literally nothing makes any kind of sense!!! (i.e. how did bumble bee get his voice back? why is earth the natural enemy of cybertron?Who were the thousands enemy ships in the final battle and where did they come from? and many many more). There is no other word that describes the plot better than ""stupid"", an insult to the viewers in my opinion, they tried to tie the transformers with the story of king Arthur and Merlin and they didn't even bother to include the iconic Excalibur! (Like that would be the thing out place....) Instead of it we have this all powerful staff that can destroy the world, that does absolutely nothing in the whole movie other than change it's size depending on who's holding it, which according to the plot should only be Vivian since it has her DNA on it and can be controlled ""only by her"". Fun Fact, SHE NEVER DOES ANYTHING WITH IT! She is only shown grabbing and moving it like a regular staff something that 2 other characters (and possibly everyone) were able to do! I could go on for much more about this movie and how terrible it is, but I think I've made my point. I'll finish saying this, this movie is WORSE than fant4stic, at least in that one you can follow what was going on and why (kinda). 15% Should be considered mercy!",0.5
mark walberg please stay please your the best in the whole film,5
they turn this franchise to a whole new level Unicron and primus,5
amazing definitely going to get DVD when it comes out,5
"One of the worse movies I have ever seen, its like Michael Bay just does not care anymore. I wonder why Anthony Hopkins decided to do this movie, he must have been paid a lot.",0.5
Like watching a bee's nest fall from a branch exploding into a mindless frenzy. And just as painful to watch.,0.5
"The first scenes were incredible, I think Bay has that visual eye that Ridley Scott has but that is where the comparisons end. For all the good action work, Bay incorporates poor humour, easy jokes that don't float. Dark of the Moon would've been a great exit point for Bay, the franchise was in an okay state but the last 2 films have almost killed the franchise. This film is a clear sign the talents Paramount hired to create a film universe were not worth the money that was handed to them, what did they do in that writers room? What a mess. The action scenes are almost redundant when you don't have a clear storyline, who is the villain? It just feels like a saga with zero ending, I feel sorry for people that don't have any idea of the backstory mythology because like me, you will be lost. It just feels very much run of the mill here again and audiences stayed right away from this film, hopefully the studios realise an empty film with a bloated budget doesn't bring a crowd. 19-09-2017. Too much here. The film had many development people involved at pre-production, so this is a massive incoherent misfire. The Last Knight is a gigantic mess of mythology building a sequel retention. Character's tend to be left on the floor with little, or next to nothing to do. Transformers has never been a critical smash, that only the fans enjoyed for Michael Bay's action scenes. This appears to have killed the franchise in its current form. Not a good film at all, action scenes are incredible at the end though. This is right on par with Revenge of the Fallen. Just disappointing. Review remains the same. 03/01/2020",1.5
"The Transformers franchise has never been good. Some say that the series is ""Dumb fun with good action and cool explosions. To me, that could maybe be used to describe only the third movie. The first one is promising and has a certain ""child-like-wonder"" appeal. But neither of them are truly ""good"". The second Transformers is meaningless garbage. But when Age of Extinction was released in 2014, the franchise hit new, abysmal lows. Watching Transformers wasn't just a chore, it wasn't just boring, it was excruciating. It was so bad I felt nauseous. I was aggravated to the point of brimming with feelings of genuine anger. They say that if a film makes you feel something, that is a victory in itself. Be it sadness, excitement, intrigue, joy, hope, nostalgia, hysteria, love, fear, warmth - whatever - I tend to agree with that statement. What I felt in Age of Extinction was not a victory. It was a failure. A Guinness Book of World Records level failure. Transformers: The Last Knight, is at least that bad again. Arguably worse. I guess it didn't dedicate an entire character to being a justification for paedophilia, so it has that up on its predecessor.",0.5
"What a boring movie, way to long and never made a statement",1
i honestly thought that after the last film it could not get any worse i was wrong,0.5
"Incredibly poorly written, acting is barely acceptable, specially with such names in it. Storyline is ridiculous, even for a Transformers film. Very disappointed, not that my hopes were held high",1
"I'm really sorry but it's really bad. There is way to much talking and really dumb jokes. The action part was ok, but there wasn't enough of it.",0.5
"It makes me sad to see actors like Anthony Hopkins, John Goodman and Stanley Tucci in Transformers: The Last Knight. This movie is terrible. The filmmaker's approach seems to be that plot points and character's actions don't have to make sense, as long as they move the story forward. But, I'm sorry, no amount of car chases, explosions or visual effects can save this half-baked mess.",1.5
"Utter garbage, unless you're a sub 10 year old kid that's medicated with prescription ADHD pills and high on Mountain Dew, this movie is absolutely unwatchable for anyone with 1/4 of a brain.",0.5
"terrible SJW garbage, little mexican girl that magically knows how to fix autobots better than anyone alive",0.5
good effects kinda silly plot,3
"Pretty much all the criticisms that I had for the last film applies to this film. It's overlong, convoluted, and worst of all, BORING! It's still better than Age of Extinction and Revenge of the Fallen, but that's hardly a compliment. It doesn't try as hard as either of the movies to be funny, but like every other Michael Bay movie, there were bad attempts at humour and shitty one-liners. There were some nice use of slow-mo shots and this makes it easier to follow the action. There were only two good scenes in the entire film. The car chase scene in London and the fight scene between Bumblebee and Optimus Prime. Speaking of Optimus Prime, he's barely in the film. In this 2 and a half hour movie (which is pretty typical for a Transformers movie), I would say that Optimus Prime had a total of 15 minutes of screentime. He's essentially The Joker from Suicide Squad. A lot of fans have defended the limited screentime that The Joker had in Suicide Squad because he's a supporting character, but Optimus Prime has always been an important character in the franchise. Why did we need John Turturro, the black guy, and the bad child actor more than Optimus Prime? I've never been a Transformers fan, but Optimus Prime has always been the best part about the franchise. And like every other Transformers movie, there's a very long and boring third act action set-piece followed by a monologue from Optimus Prime to end the film. Even when you're starting to enjoy the action, it's ruined by not only bad jokes, but constant changes of aspect ratio. Usually, a big budget movie would film entire scenes (usually important scenes) in IMAX before reverting to its original aspect ratio to make the transition as unobtrusive as possible. But the way Bay uses IMAX, the aspect ratio changes in the same scene with each cut, some of which aren't even a second long. Even shot reverse shot changes aspect ratio. It's distracting and pretty hard to ignore. The same visual mess can be seen in Revenge of the Fallen. It's as if Michael Bay is completely talentless. I know people enjoy the Transformers movies for the junk food that it is and would ridicule me for expecting decent writing. I've given that up since Revenge of the Fallen. For the past four films, I've tried to enjoy Transformers as a mindless action flick, but Michael Bay has been doing the same thing for all of these films. It's really not too much to ask for more substance when Logan, Wonder Woman, and Guardians of the Galaxy 2 offers much more than mindless visuals and loud explosions. Even Fast & Furious 8 does mindless action better than Transformers. It's a 2/10 for the two good scenes in the entire film.",1
"good, but frustrating at the same time. Still a fun summer movie to watch and when you watch them all back to back you see a story arc but still an inconsistent one.",3
Terrible terrible....the worst of the Trans. movie list.,0.5
"2,5 :/ i prefear the first movie",2.5
Better than I expected.... but the blasphemy! Definitely not sticking to Transformers original storylines...,3
Que demonios es esta porquería. Malísima. Una mezcla de cosas sin razón de ser. Por favor quitenlé la franquicia a Michael Bay,0.5
"I get the fact that these Transformers movies make a lot of money so the Hollywood Studios keep cranking them out. But God are they awful! Horrible acting, cheesy lines, with some good special effects. This movie is no different than the rest of them. The last half-hour of this movie I found really enjoyable with a good solid enemy, but the first two hours sucked.",2.5
"If you want a 2 and half hour long very fast slide show of beautiful wallpapers, then enjoy. If you want a good movie, then avoid this mess of a movie. The movie doesn't have simple or complicated story, just gibberish. All those wonderful effects and shots wasted on a shallow and nonsensical movie, this is coming from a guy who loved Armageddon and The Rock. It was a big effort for me to at least finish the movie. Just a trash and a waste of time.",0.5
"The main issue with this film is: It is stuffed with the plots of other films, and with no sense of direction. Bay seemed to write this film scene by scene and changed the style accordingly. For a film that turns the characters on each other (fast and furious 8...?) Pitifully rims the da vinci code, has a ""bad guys used by the government"" character selection scene (suicide squad) etc... - It feels packed of unoriginality. What's worse is that this film doesn't feel like a transformers film anymore. The charm of a young man and his car which happens to turn into a robot, died at about the same time shia went insane. Stuffed with jargon and stupid jokes - it vomits exposition and expects you to keep up - let alone the fact I'm not even sure at this point if the plot fits in with the rest of the franchise. Yes I was entertained, but from a moviemaking point of view, It's very disappointing. I shiver to think how awesome this franchise could be after being rebooted under a much less pathetic director.",1
Same old same old..This time costing them just 200 M $ +,2.5
"michael bay kie directing e apik, mung plot e sing kacrut",2.5
First Jurassic World and now this? I have lost all faith in Hollywood.,0.5
?????????????????????????????????,1
sucks. plot literally jumps around like a first draft of a first grade English paper... sure cgi is cool but like it sucks.,1
"It's a good storyline, but it could have been plotted better. The action is okay. Worth watching if you are a diehard fan of the Transformers' franchise.",3.5
"The last movies of Transformers had at least a story that had some logical sens and somewhat flowing events. Here you have a bunch of scenes stick together that constantly breaks the flow of the movie or render it unwatchable because it create a lot of chaos and distraction. The acting is boring from one end to another. A lot of shouting by the way. The FX are excessive, unfocused and with bad camera angles. I give 10% because Anthony Hopkins got paid.",1
Worst movie in the series by far. Couldn't even finish it.,0.5
I just watched this movie and quite liked it.,5
"I liked for what it is. Story was good enough, wish they explore more planets and different civilisations.",3
"I think the film is what to expect with transformers sequel.. This movie for me is completely amazing, fantastic special effects and action. Five stars",3
Was sad to see how awful this movie was. I would go into details but i would have to fill my review with spoilers.,0.5
"Really poor flow of story and a ton of stuff doesnt even try to make sense. Clearly no effort was put into the story telling and the story. Counting on effects, the china market and merchandiser profits is good for the producers but sadly not for transformers.",1
The worst blockbuster of 2017 and of this series. Acting is bad. A two and half hour torture to see untalented child actors trying to deliver adult jokes and many underwhelming slow-motion explosion scenes.,1.5
Utter utter bollocks.... That entire star is for the team at ILM that somehow manage to plow through this shit professionally every few years.,1
"Despite M. Bay's usual formula of explosion and one ultimate weapon, I enjoyed this. I'm a sucker for knights and King Arthur's legends. LOL.",3
Don't waste your time. Absolutely terrible movie. Just felt like incessant rambling with no direction and terrible acting. Action sequences were cool but those legs can only carry you so far.,0.5
"All the Transformer movies have been mediocre so far, but this one is my favourite. Hopefully the next one will be even better.",3.5
"What a piece of shit. Please even don't try to see it, you will waste your time!",0.5
Her gikk det i ett. Ble litt mye til tider. men det spørs om det stopper her.,3
"Dear Mr. Bay, Please please please stop. And Tom, come on. You're better than that. The plot is so difficult to understand and so many non-relevant one liners. The cuts bounce from scene to scene so fast many don't even make sense.",0.5
"This wasn't that bad, as far as Transformers movies go. In fact, it was quite entertaining in places. More than it had a right to be. I don't know the story of Transformers so I cannot say how much they butchered it. But this seems the best of all the movies so far. That isn't much of a compliment though, to be honest.",3
"Horrendously written, even worse directing. No attention at any paid to character motivations. complete contempt of character arcs",1
"I just give a half star for the potential of the story and for the special effects. I just can't process this all. The whole script is not enough good made and realized. It is just some BOOM BAM BAM. So hard to understand in some parts what is happening and confusing with the dumb jokes that ruin the whole plot. At least the jokes must have been more ... more... um... more not like those. The scenes are so mashed up and it's so bad. I just wanna stop thinking and writing about it, because I can't think of all that ruined stuff. I'm just sad. So .....",0.5
"A film that barely clears the incredibly low bar set by its predecessor. It was amazing how quickly I simply didn't care within the first few minutes. Michael Bay says this is the last transformers film he'll do, so hopefully his keen eye for incredible, over the top action scenes can be put to better use than a movie written by ten year olds for ten year olds.",1.5
Wow. This movie is worst from all of the Transformers parts. It's super confusing. Jumping from one story to another. Women in the movie are super cringy. All of their phrases are super cheesy. Absolutely stupid movie for kids aged <12. Disgusting.,0.5
Apart from the VFX it 's just a bundled up concoction of incongruous clips hastily edited together to make an overly long movie. Story slightly better than the last few and acting is nothing worth mentioning at all.,2
"Transformers: The Last Knight is the fifth movie in Bay's Transformers series and is the worst one yet. Michael Bay somehow got away with making five same movies in the course of 10 years. Even the longest horror franchises haven't had such similar sequels! Nightmare on Elm Street and Halloween both had something new in each of their sequels and it never felt like I was watching the same movie. With Transformers I keep having the feeling like I've seen this before. There's always some object that the Decepticons want that's capable of destroying the world and a few Autobots and some annoying, uninteresting human characters help those few Autobots out. In the end we get an Optimus Prime monologue where he says ""I'm Optimus Prime"" and continues to talk about honor, loyalty and whatnot. During the monologue, the camera swirls around and we get epic wide shots of the sunset and silhouettes of our characters as the movie's theme song starts to play. It's easily the laziest filmmaking I've seen ever. I understand the phrase ""If it's not broken, don't fix it"", but Transformers movies have been broken for 10 years now. The first movie was the only decent one as it was the first time we got a live-action Transformers movie and the story was presented to us for the first time. Then came 4 sequels that were basically the same movie as the first one and I'm not getting fooled anymore. I'm sick of Michael Bay doing this. There's a fantastic Nostalgia Critic video on YouTube where he explains the entire movie without having seen it. He predicts what's going to happen based on how the other 4 movies were and guess what? He's about 80-90% correct! Thankfully, The Last Knight is said to be the last Bay Transformers movie and I hope that's true. I really hope he doesn't get to make another one of these abominations. Anyways, that's my rant on how same every TF movie is. Now let's get into The Last Knight! The story follows Mark Wahlberg's character from Age of Extinction, Cade Yeager, who's now working with the Autobots and helping them live on Earth. He's also got a new comic relief character, since T.J. Miller's character died in the last movie, who doesn't do anything important in the movie at all and I honestly can't remember his name. The movie starts off with a medieval battle and we're introduced to this movie's version of Merlin, played by Stanley Tucci. In a completely ridiculous scene, a transformer hands over his ""magical staff"" to Merlin which he uses to summon and control a transformer dragon to aid his fellow men in battle. If that's not crazy enough for you, the Knights of the round table also have their transformers version. That's right. This movie is absolutely confusing. To top it off, Optimus Prime is now being controlled by a female transformer thing called Quintessa who wants to destroy the world and save Cybertron. In order to do so, Prime must find Merlin's staff (the one from the medieval ""flashback""). We haven't even gotten to the most insane part of the movie. Mark Wahlberg is the last knight from the title of the movie and has this transformer talisman with him constantly that moves around his body and finally comes into play at the very end of the movie when he conjures up the Excalibur and uses it to fight off Decepticon knights. Furthermore, we also get the typical ""I'm wearing glasses so think of me as a smart person, but I'm incredibly hot, too, so please stare at my body in this tight dress while Bay moves the camera around me so you can get a good, long look at me"" character called Vivian. Vivian is related to Merlin and is the only person who can actually pick up and use his staff that Optimus needs to save Cybertron. Let that sink in. Even with all that ridiculous crap that makes zero sense, Bay managed to make the movie even more jaw-droppingly bad by changing the aspect ratio of the picture every few seconds. We go from 1.90:1 to 2.00:1 to 2.39:1. It's completely messed up and I don't know why Bay felt the need to shoot some scenes with one camera and other scenes with other cameras. The result is atrocious and I hope to never see another movie like this again. The editing in the action sequences is quite bad, as well. It's another case of ""shaky-cam"". Bay uses this a lot in his movies. Whenever an action scene is going down, he shakes the camera a lot which makes for a very nauseous feeling and you can't tell who's fighting who on the screen. I've also noticed in some cases that the cuts are also misplaced. For example, there's a scene where Vivian and Yeager are walking in an alien ship underground where Merlin's tomb is (I don't know, it's like they made it up as they were filming) and Vivian is walking in one shot and then it cuts, and she's crouching on the ground and examining it. It occurs a few times during the movie and proves how sloppy the editing is. The ending is the same as any other movie in the franchise, I don't even need to comment on it. The only thing I liked in the movie was the Nemesis Prime and Bumblebee fight scene where Bumblebee gets his original voice back and we hear him actually talk for the first time ever. Unfortunately, evil Optimus Prime doesn't last long and the battle is cut short. Speaking of Optimus Prime, he's in the movie for about 5-10 minutes and his scenes feel like they're only there to serve as fanservice. Product placement is another one of Bay's trademarks and this movie is no exception! Yeager even has his own dinosaur transformer that brings him Bud Light! Oh yeah, Anthony Hopkins is also in this movie. Can't believe it myself, but it's true! He plays this all-knowing history buff that explains the entire history of Arthur and Merlin and transformers in a 10-20 minute sequence. He's the exposition character. Almost forgot, at the beginning of the movie we follow a couple of kids walking through a destroyed city and they find a crashed alien ship with a transformer in it. Some little girl, Izabella, comes and saves the kids from the army with her transformer helper, who also dies in a very emotional and tearjerking scene where she talks about how he's his only family. Her character doesn't do much for the story except to make the movie appeal more to that demographic. The CGI is quite decent, though you can tell everything is fake just by looking at it. Sure it looks nice, but I know what I'm seeing is not real and the script doesn't develop any of the transformers so they don't even have emotional weight with them to make us care for them. They're just there to fight and be a spectacle for many kids watching this and thinking it's the best movie ever. The ending's battle sequence in the air is easily the best looking scene in the movie, but that doesn't say much. The acting wasn't that good. The delivery of the dialogue felt very awkward and wooden at times and I don't know why half of these people agreed to star in this movie. No, wait, I know! Money! This movie is made for money only. It's not made because the director and the writers wanted to make it. It's made because it's going to earn a lot of money, especially outside of the US. So far, the movie grossed over 600 million dollars and I can't believe it, personally. That people would pay to see the same movie again for the fifth time makes me want to weep. All in all, Transformers: The Last Knight is a disgrace to the art of filmmaking and serves as a final nail in the coffin which holds the Transformers franchise. I would never recommend watching any of the Transformers movies. We must not support these kind of movies. This is garbage that shouldn't have ever seen the day of light and I hope we never get another movie in this franchise.",1.5
"This movie had everything. Heart touching moments, happy, sad, mad, and bad moments, all mixed in with ACTION. Thriller type ACTION, on the edge of your seat ACTION. And with a cast like it has, Mark Wahlburg, Anthony Hopkins, Josh Duhamel, John Further I, and countless other greats, who could complain?!?! I'm looking forward (praying actually) to Transformers 6! Who knows, it could be called ""The Prime Years"". Jus sayin",4
